ID,CALLE,ALT PLANO,coord_X,coord_Y,COMUNA,BARRIO,L1,l1_sen,L2,l2_sen,L3,l3_sen,L4,l4_sen,L5,l5_sen,L6,l6_sen,L_SENTIDO,CATEGORIA
"154",CABILDO AV.,"3514",-58.46694,-34.55073,"13",NU�EZ,"161",V,"168",V,,,,,,,,,161-Palermo (CABA)|168-Boca (CABA),OFICIAL
"155",SALTA,"2026",-58.382602,-34.631053,"1",CONSTITUCION,"65",V,"91",V,,,,,,,,,"65-Barracas (CABA), Constitucion (CABA)|91-Constitucion (CABA), Monserrat (CABA), Nueva Pompeya (CABA), Retiro (CABA)",OFICIAL
"156",CABILDO AV.,"3470",-58.4666036,-34.55115,"13",NU�EZ,"68",V,"152",V,,,,,,,,,68-Balvanera (CABA)|152-Boca (CABA),OFICIAL
"157",CABILDO AV.,"3432",-58.4663039,-34.55153,"13",NU�EZ,"59",V,"60",V,,,,,,,,,"59-Barracas (CABA)|60-Barracas (CABA), Monserrat (CABA), Nu�ez (CABA), Palermo (CABA)",OFICIAL
"159",CABILDO AV.,"3070",-58.4643811,-34.55387,"13",NU�EZ,"29",V,"57",V,"194",,,,,,,,"29-Boca (CABA), San Nicolas (CABA)|57-Palermo (CABA)|194-Balvanera (CABA)",OFICIAL
"160",CABILDO AV.,"3030",-58.463957,-34.55429,"13",NU�EZ,"133",V,"168",V,"184",V,,,,,,,"133-Barracas (CABA), Constitucion (CABA)|168-Boca (CABA)|184-Chacarita (CABA)",OFICIAL
"161",TUCUMAN,"987",-58.3807415,-34.6012592,"1",SAN NICOLAS,"6",I,"23",V,,,,,,,,,"6-Nueva Pompeya (CABA), Villa Soldati (CABA)|23-Villa Soldati (CABA)",OFICIAL
"162",CABILDO AV.,"2978",-58.4633255,-34.55493,"13",NU�EZ,"68",,"152",V,"161",V,,,,,,,68-Balvanera (CABA)|152-Boca (CABA)|161-Palermo (CABA),OFICIAL
"163",TUCUMAN,"929",-58.38003,-34.6012699,"1",SAN NICOLAS,"180",I,,,,,,,,,,,"180-Gonz�lez Cat�n (La Matanza), San Justo (La Matanza)",OFICIAL
"164",CABILDO AV.,"2940",-58.4629759,-34.55527,"13",NU�EZ,"59",V,"60",V,,,,,,,,,"59-Barracas (CABA)|60-Barracas (CABA), Monserrat (CABA), Nu�ez (CABA), Palermo (CABA)",OFICIAL
"165",CABILDO AV.,"2995",-58.4631187,-34.55467,"13",NU�EZ,"29",I,"60",I,,,,,,,,,"29-Belgrano (CABA), Nu�ez (CABA), Olivos (Vicente L�pez), Saavedra (CABA)|60-Bel�n de Escobar (Escobar), Rinc�n de Milberg (Tigre), San Isidro (San Isidro)",OFICIAL
"168",CORRIENTES AV.,"410",-58.372574,-34.6032384,"1",SAN NICOLAS,"140",V,"146",V,"180",V,,,,,,,"140-San Nicolas (CABA)|146-San Nicolas (CABA)|180-Caballito (CABA), Mataderos (CABA), San Nicolas (CABA)",OFICIAL
"169",CORRIENTES AV.,"420",-58.3727072,-34.6032465,"1",SAN NICOLAS,"6",,"26",V,"50",V,,,,,,,6-Retiro (CABA)|26-Retiro (CABA)|50-Retiro (CABA),OFICIAL
"170",CORRIENTES AV.,"564",-58.3745841,-34.6033592,"1",SAN NICOLAS,"109",I,"115",V,,,,,,,,,109-San Nicolas (CABA),OFICIAL
"171",CORRIENTES AV.,"602",-58.3754239,-34.60341,"1",SAN NICOLAS,"6",V,"50",V,,,,,,,,,6-Retiro (CABA)|50-Retiro (CABA),OFICIAL
"172",CORRIENTES AV.,"640",-58.3758205,-34.6034343,"1",SAN NICOLAS,"26",V,"140",V,,,,,,,,,26-Retiro (CABA)|140-San Nicolas (CABA),OFICIAL
"173",CORRIENTES AV.,"654",-58.3760364,-34.6034476,"1",SAN NICOLAS,"146",V,"180",V,,,,,,,,,"146-San Nicolas (CABA)|180-Caballito (CABA), Mataderos (CABA), San Nicolas (CABA)",OFICIAL
"174",CORRIENTES AV.,"834",-58.3785963,-34.6036074,"1",SAN NICOLAS,"109",I,"115",V,,,,,,,,,109-San Nicolas (CABA),OFICIAL
"175",CORRIENTES AV.,"924",-58.3798148,-34.6036812,"1",SAN NICOLAS,"50",V,"146",V,,,,,,,,,50-Retiro (CABA)|146-San Nicolas (CABA)|,OFICIAL
"176",CORRIENTES AV.,"930",-58.3799014,-34.6036865,"1",SAN NICOLAS,"6",V,"180",V,,,,,,,,,"6-Retiro (CABA)|180-Caballito (CABA), Mataderos (CABA), San Nicolas (CABA)",OFICIAL
"177",CORRIENTES AV.,"938",-58.3799915,-34.6036891,"1",SAN NICOLAS,"26",V,"140",V,,,,,,,,,26-Retiro (CABA)|140-San Nicolas (CABA),OFICIAL
"178",CORRIENTES AV.,"1160",-58.3828745,-34.6038606,"1",SAN NICOLAS,"24",I,"26",V,,,,,,,,,24-Wilde (Avellaneda)|26-Retiro (CABA),OFICIAL
"179",CORRIENTES AV.,"1160",-58.3834113,-34.6038921,"1",SAN NICOLAS,"146",V,"180",V,,,,,,,,,"146-San Nicolas (CABA)|180-Caballito (CABA), Mataderos (CABA), San Nicolas (CABA)",OFICIAL
"180",CORRIENTES AV.,"1220",-58.3840166,-34.603928,"1",SAN NICOLAS,"6",V,"50",V,,,,,,,,,6-Retiro (CABA)|50-Retiro (CABA),OFICIAL
"181",CORRIENTES AV.,"1250",-58.3843422,-34.6039471,"1",SAN NICOLAS,"29",V,"111",V,,,,,,,,,"29-Boca (CABA), San Nicolas (CABA)|111-Monserrat (CABA), San Telmo (CABA)",OFICIAL
"182",CORRIENTES AV.,"1302",-58.3852351,-34.6039983,"1",SAN NICOLAS,"109",I,"140",V,,,,,,,,,109-San Nicolas (CABA)|140-San Nicolas (CABA),OFICIAL
"183",CORRIENTES AV.,"1430",-58.3870651,-34.6041156,"1",SAN NICOLAS,"146",V,"180",V,,,,,,,,,"146-San Nicolas (CABA)|180-Caballito (CABA), Mataderos (CABA), San Nicolas (CABA)",OFICIAL
"184",CORRIENTES AV.,"1444",-58.387185,-34.6041251,"1",SAN NICOLAS,"24",V,"26",V,,,,,,,,,24-Wilde (Avellaneda)|26-Retiro (CABA),OFICIAL
"185",CORRIENTES AV.,"1514",-58.3881532,-34.6042041,"1",SAN NICOLAS,"6",V,"50",V,,,,,,,,,6-Retiro (CABA)|50-Retiro (CABA),OFICIAL
"186",SARMIENTO,"1767",-58.3918803,-34.6055836,"1",SAN NICOLAS,"146",I,,,,,,,,,,,"146-Caseros (Mor�n), Caseros (Tres de Febrero), Villa Real (CABA), Villa Sarmiento (Mor�n), Villa Sarmiento (Tres de Febrero)",OFICIAL
"187",SARMIENTO,"1481",-58.3875462,-34.6053068,"1",SAN NICOLAS,"146",I,,,,,,,,,,,"146-Caseros (Mor�n), Caseros (Tres de Febrero), Villa Real (CABA), Villa Sarmiento (Mor�n), Villa Sarmiento (Tres de Febrero)",OFICIAL
"188",SARMIENTO,"1183",-58.3833973,-34.6050565,"1",SAN NICOLAS,"29",I,"50",I,,,,,,,,,"29-Belgrano (CABA), Nu�ez (CABA), Olivos (Vicente L�pez), Saavedra (CABA)|50-Flores (CABA), Mataderos (CABA), Villa Lugano (CABA)",OFICIAL
"189",SARMIENTO,"1169",-58.3831425,-34.6050419,"1",SAN NICOLAS,"146",I,,,,,,,,,,,"146-Caseros (Mor�n), Caseros (Tres de Febrero), Villa Real (CABA), Villa Sarmiento (Mor�n), Villa Sarmiento (Tres de Febrero)",OFICIAL
"191",JUAN DE GARAY AV.,"3095",-58.4082355,-34.6294125,"3",SAN CRISTOBAL,"4",V,,,,,,,,,,,"4-Lomas del Mirador (La Matanza), Ramos Mejia (La Matanza)",OFICIAL
"192",ZAVALETA,"151",-58.4034523,-34.6385868,"4",PARQUE PATRICIOS,"188",I,,,,,,,,,,,"188-Ingeniero Budge (Lomas de Zamora), Lan�s Este (Lan�s), Luis Guill�n (Esteban Echeverr�a), Villa Fiorito (Lomas de Zamora)",OFICIAL
"193",ZAVALETA,"159",-58.4034258,-34.6387048,"4",PARQUE PATRICIOS,"91",I,"150",I,,,,,,,,,91-Isidro Casanova (La Matanza)|150-Villa Riachuelo (CABA),OFICIAL
"194",ZAVALETA,"389",-58.4028156,-34.6414185,"4",PARQUE PATRICIOS,"188",I,,,,,,,,,,,"188-Ingeniero Budge (Lomas de Zamora), Lan�s Este (Lan�s), Luis Guill�n (Esteban Echeverr�a), Villa Fiorito (Lomas de Zamora)",OFICIAL
"195",ZAVALETA,"393",-58.4028084,-34.6414506,"4",PARQUE PATRICIOS,"91",I,"150",I,,,,,,,,,91-Isidro Casanova (La Matanza)|150-Villa Riachuelo (CABA),OFICIAL
"196",ZAVALETA,"491",-58.402464,-34.642973,"4",PARQUE PATRICIOS,"118",I,"188",I,,,,,,,,,"118-Belgrano (CABA)|188-Ingeniero Budge (Lomas de Zamora), Lan�s Este (Lan�s), Luis Guill�n (Esteban Echeverr�a), Villa Fiorito (Lomas de Zamora)",OFICIAL
"197",ZAVALETA,"651",-58.4020799,-34.6446836,"4",PARQUE PATRICIOS,"188",I,"118",I,,,,,,,,,"188-Ingeniero Budge (Lomas de Zamora), Lan�s Este (Lan�s), Luis Guill�n (Esteban Echeverr�a), Villa Fiorito (Lomas de Zamora)",OFICIAL
"198",MONTEAGUDO,"808",-58.4037148,-34.6465677,"4",PARQUE PATRICIOS,"188",V,,,,,,,,,,,"188-Nueva Pompeya (CABA), Palermo (CABA)",OFICIAL
"200",IGUAZU,"516",-58.4056843,-34.6438407,"4",PARQUE PATRICIOS,"91",V,"150",V,,,,,,,,,"91-Constitucion (CABA), Monserrat (CABA), Nueva Pompeya (CABA), Retiro (CABA)|150-Retiro (CABA)",OFICIAL
"201",GRITO DE ASENCIO,"3410",-58.4095317,-34.647412,"4",PARQUE PATRICIOS,"91",V,"150",V,,,,,,,,,"91-Constitucion (CABA), Monserrat (CABA), Nueva Pompeya (CABA), Retiro (CABA)|150-Retiro (CABA)",OFICIAL
"202",ENTRE RIOS AV.,"2178",-58.3902963,-34.6337489,"1",CONSTITUCION,"37",V,"150",V,,,,,,,,,"37-Belgrano (CABA), Palermo (CABA)|150-Retiro (CABA)",OFICIAL
"203",GRAL. PAZ AV.,"1018",-58.4744859,-34.538984,"13",NU�EZ,"60",I,,,,,,,,,,,"60-Bel�n de Escobar (Escobar), Rinc�n de Milberg (Tigre), San Isidro (San Isidro)|161-Palermo (CABA)",OFICIAL
"204",FAMATINA,"3595",-58.4123622,-34.6466161,"4",PARQUE PATRICIOS,"91",I,"150",I,,,,,,,,,91-Isidro Casanova (La Matanza)|150-Villa Riachuelo (CABA),OFICIAL
"205",ENTRE RIOS AV.,"2168",-58.3903148,-34.6335941,"1",CONSTITUCION,"50",V,"133",V,,,,,,,,,"50-Retiro (CABA)|133-Barracas (CABA), Constitucion (CABA)",OFICIAL
"206",ENTRE RIOS AV.,"2000",-58.3905261,-34.6318022,"1",CONSTITUCION,"50",V,"150",V,,,,,,,,,50-Retiro (CABA)|150-Retiro (CABA),OFICIAL
"207",PEPIRI,"689",-58.4096076,-34.6458587,"4",PARQUE PATRICIOS,"150",I,,,,,,,,,,,150-Villa Riachuelo (CABA),OFICIAL
"208",GRAL. PAZ AV.,"686",-58.4707895,-34.5373465,"13",NU�EZ,"60",I,,,,,,,,,,,"60-Bel�n de Escobar (Escobar), Rinc�n de Milberg (Tigre), San Isidro (San Isidro)|161-Palermo (CABA)",OFICIAL
"209",FAMATINA,"3369",-58.4090316,-34.6460581,"4",PARQUE PATRICIOS,"91",I,"150",I,,,,,,,,,91-Isidro Casanova|150-Villa Riachuelo (CABA),OFICIAL
"210",ENTRE RIOS AV.,"1830",-58.3907695,-34.6297733,"1",CONSTITUCION,"50",V,"133",V,,,,,,,,,"50-Retiro (CABA)|133-Barracas (CABA), Constitucion (CABA)",OFICIAL
"211",ATUEL,"693",-58.406832,-34.6456161,"4",PARQUE PATRICIOS,"91",I,"150",I,,,,,,,,,91-Isidro Casanova (La Matanza)|150-Villa Riachuelo (CABA),OFICIAL
"212",ATUEL,"497",-58.4072249,-34.6436322,"4",PARQUE PATRICIOS,"91",I,"150",I,,,,,,,,,91-Isidro Casanova (La Matanza)|150-Villa Riachuelo (CABA),OFICIAL
"213",ENTRE RIOS AV.,"1664",-58.390985,-34.6279489,"1",CONSTITUCION,"6",,"37",V,"50",V,,,,,,,"6-Retiro (CABA)|37-Belgrano (CABA), Palermo (CABA)|50-Retiro (CABA)",OFICIAL
"215",ENTRE RIOS AV.,"1628",-58.3910194,-34.6276485,"1",CONSTITUCION,"4",I,"12",V,"133",V,,,,,,,"4-Boca (CABA), San Nicolas (CABA)|133-Barracas (CABA), Constitucion (CABA)",OFICIAL
"216",DEL LIBERTADOR AV.,"8651",-58.46633,-34.53648,"13",NU�EZ,"15",I,"28",V,"29",I,"117",I,,,,,,OFICIAL
"217",DR. PROF. PEDRO CHUTRO,"3083",-58.4057742,-34.6421978,"4",PARQUE PATRICIOS,"91",I,"150",I,,,,,,,,,91-Isidro Casanova (La Matanza)|150-Villa Riachuelo (CABA),OFICIAL
"219",ENTRE RIOS AV.,"1428",-58.3912089,-34.6254697,"1",CONSTITUCION,"6",,"50",V,"129",,,,,,,,"6-Retiro (CABA)|50-Retiro (CABA)|129-Balvanera (CABA), Constitucion (CABA), Retiro (CABA)",OFICIAL
"221",ENTRE RIOS AV.,"1410",-58.3912152,-34.6253891,"1",CONSTITUCION,"150",V,,,,,,,,,,,150-Retiro (CABA),OFICIAL
"223",PEPIRI,"441",-58.4094981,-34.6432478,"4",PARQUE PATRICIOS,"150",I,,,,,,,,,,,150-Villa Riachuelo (CABA),OFICIAL
"224",ENTRE RIOS AV.,"1334",-58.3912973,-34.624433,"1",CONSTITUCION,"37",V,"84",I,,,,,,,,,"37-Belgrano (CABA), Palermo (CABA)|84-Villa Del Parque (CABA)",OFICIAL
"225",DEL LIBERTADOR AV.,"8550",-58.46627,-34.53704,"13",NU�EZ,"15",V,"29",V,,,,,,,,,"15-Valent�n Alsina (Lan�s)|28-Ciudad Universitaria, Nu�ez (CABA)|29-Boca (CABA), San Nicolas (CABA)",OFICIAL
"226",ENTRE RIOS AV.,"1260",-58.391347,-34.6236757,"1",CONSTITUCION,"6",V,,,,,,,,,,,6-Retiro (CABA),OFICIAL
"227",ENTRE RIOS AV.,"1250",-58.391358,-34.623396,"1",CONSTITUCION,"50",V,,,,,,,,,,,50-Retiro (CABA),OFICIAL
"228",DEL LIBERTADOR AV.,"8355",-58.46486,-34.53882,"13",NU�EZ,"15",I,"28",V,"29",I,"117",I,,,,,"15-Belgrano (CABA), Benav�dez (Tigre), Don Torcuato (Tigre), Gar�n (Escobar), Gar�n (Malvinas Argentinas), Saavedra (CABA), Tortuguitas (Escobar), Tortuguitas (Malvinas Argentinas), Troncos del Talar (Tigre)|28-Villa Fiorito (Lomas de Zamora)",OFICIAL
"229",ENTRE RIOS AV.,"1226",-58.3913725,-34.6230722,"1",CONSTITUCION,"12",I,"129",V,,,,,,,,,"12-Palermo (CABA)|129-Balvanera (CABA), Constitucion (CABA), Retiro (CABA)",OFICIAL
"230",PEPIRI,"397",-58.4093229,-34.6425557,"4",PARQUE PATRICIOS,"28",I,"32",I,"75",I,,,,,,,"28-Villa Fiorito (Lomas de Zamora)|32-Ingeniero Budge (Lomas de Zamora), Lan�s Este (Lan�s), Lan�s Oeste (Lan�s), Nueve de Abril (Esteban Echeverr�a)|31-Barrio 9 de Abril (Esteban Echeverr�a)",OFICIAL
"231",ENTRE RIOS AV.,"1160",-58.3914222,-34.622178,"1",CONSTITUCION,"37",V,"150",V,,,,,,,,,"37-Belgrano (CABA), Palermo (CABA)|150-Retiro (CABA)",OFICIAL
"233",PEPIRI,"215",-58.4089934,-34.6405686,"4",PARQUE PATRICIOS,"28",I,"32",I,"75",I,,,,,,,"28-Liniers (CABA), Nueva Pompeya (CABA), Retiro (CABA), Villa Fiorito (Lomas de Zamora)|75-Lan�s Oeste (Lan�s)",OFICIAL
"234",ENTRE RIOS AV.,"1048",-58.3914946,-34.6208766,"1",CONSTITUCION,"84",I,,,,,,,,,,,84-Villa Del Parque (CABA),OFICIAL
"235",ENTRE RIOS AV.,"1024",-58.391511,-34.620601,"1",CONSTITUCION,"6",V,,,,,,,,,,,6-Retiro (CABA),OFICIAL
"236",DEL LIBERTADOR AV.,"8310",-58.46467,-34.53971,"13",NU�EZ,"15",V,"28",I,"29",V,,,,,,,"28-Belgrano (CABA), Ciudad Celina (La Matanza), Liniers (CABA), Nu�ez (CABA), Villa Fiorito (Lomas de Zamora)|130-Boca (CABA)",OFICIAL
"237",ENTRE RIOS AV.,"1002",-58.391522,-34.6203191,"1",CONSTITUCION,"50",V,,,,,,,,,,,50-Retiro (CABA),OFICIAL
"239",ENTRE RIOS AV.,"962",-58.3915441,-34.6197686,"1",CONSTITUCION,"12",I,,,,,,,,,,,12-Palermo (CABA),OFICIAL
"240",ENTRE RIOS AV.,"940",-58.3915528,-34.6195442,"1",CONSTITUCION,"37",V,,,,,,,,,,,"37-Belgrano (CABA), Palermo (CABA)",OFICIAL
"241",ENTRE RIOS AV.,"920",-58.3915618,-34.6193132,"1",CONSTITUCION,"150",V,,,,,,,,,,,150-Retiro (CABA),OFICIAL
"243",CASEROS AV.,"3243",-58.4101205,-34.6378222,"4",PARQUE PATRICIOS,"9",I,"50",I,,,,,,,,,"9-Lan�s Oeste (Lan�s)|50-Flores (CABA), Mataderos (CABA), Villa Lugano (CABA)",OFICIAL
"244",DEL LIBERTADOR AV.,"7811",-58.46209,-34.5425,"13",NU�EZ,"15",I,"28",V,"29",I,"130",I,,,,,"28-Liniers (CABA), Nueva Pompeya (CABA), Retiro (CABA), Villa Fiorito (Lomas de Zamora)|29-Belgrano (CABA), Nu�ez (CABA), Olivos (Vicente L�pez), Saavedra (CABA)",OFICIAL
"245",ENTRE RIOS AV.,"852",-58.3915829,-34.618715,"1",CONSTITUCION,"151",I,,,,,,,,,,,151-Vicente L�pez (Vicente L�pez),OFICIAL
"246",CASEROS AV.,"3277",-58.4106983,-34.6379236,"4",PARQUE PATRICIOS,"25",I,"65",I,,,,,,,,,25-Villa Raffo (Tres de Febrero)|65-Belgrano (CABA),OFICIAL
"247",ENTRE RIOS AV.,"820",-58.3915912,-34.6184586,"1",CONSTITUCION,"90",I,"129",,,,,,,,,,"90-Chacarita (CABA), Villa Devoto (CABA)",OFICIAL
"248",CASEROS AV.,"3285",-58.4109962,-34.6379722,"4",PARQUE PATRICIOS,"134",V,,,,,,,,,,,134-Flores,OFICIAL
"249",CASEROS AV.,"3284",-58.4107331,-34.6380611,"4",PARQUE PATRICIOS,"134",I,,,,,,,,,,,"134-Dock Sud (Avellaneda), Flores (CABA)",OFICIAL
"250",ENTRE RIOS AV.,"752",-58.391593,-34.6177376,"1",MONSERRAT,"84",I,,,,,,,,,,,84-Villa Del Parque (CABA),OFICIAL
"251",CASEROS AV.,"3274",-58.4109088,-34.6381174,"4",PARQUE PATRICIOS,"6",V,"9",V,,,,,,,,,6-Retiro (CABA)|9-Retiro (CABA),OFICIAL
"252",ENTRE RIOS AV.,"744",-58.3915875,-34.6174133,"1",MONSERRAT,"6",V,"50",V,,,,,,,,,6-Retiro (CABA)|50-Retiro (CABA),OFICIAL
"253",ENTRE RIOS AV.,"678",-58.3915717,-34.6165513,"1",MONSERRAT,"12",I,,,,,,,,,,,12-Palermo (CABA),OFICIAL
"254",ENTRE RIOS AV.,"662",-58.3915676,-34.6163127,"1",MONSERRAT,"37",V,,,,,,,,,,,"37-Belgrano (CABA), Palermo (CABA)",OFICIAL
"255",ALMAFUERTE AV.,"22",-58.4113287,-34.6385827,"4",PARQUE PATRICIOS,"32",V,"75",V,,,,,,,,,"32-Balvanera (CABA), Nueva Pompeya (CABA)|75-Retiro (CABA)",OFICIAL
"256",ALMAFUERTE AV.,"24",-58.4113904,-34.638582,"4",PARQUE PATRICIOS,"6",V,,,,,,,,,,,6-Retiro (CABA),OFICIAL
"257",ENTRE RIOS AV.,"640",-58.3915636,-34.6160745,"1",MONSERRAT,"150",V,,,,,,,,,,,150-Retiro (CABA),OFICIAL
"258",ENTRE RIOS AV.,"578",-58.3915621,-34.6155585,"1",MONSERRAT,"151",I,,,,,,,,,,,151-Vicente L�pez (Vicente L�pez),OFICIAL
"259",ENTRE RIOS AV.,"542",-58.3915673,-34.6153189,"1",MONSERRAT,"90",I,,,,,,,,,,,"90-Chacarita (CABA), Villa Devoto (CABA)",OFICIAL
"260",DEL LIBERTADOR AV.,"7550",-58.46009,-34.54469,"13",NU�EZ,"15",V,"28",I,"29",V,"130",V,,,,,"15-Valent�n Alsina (Lan�s)|29-Boca (CABA), San Nicolas (CABA)",OFICIAL
"261",USPALLATA,"3351",-58.41121265,-34.63960662,"4",PARQUE PATRICIOS,"133",,,,,,,,,,,,133-Vicente L�pez (Vicente L�pez),OFICIAL
"262",ENTRE RIOS AV.,"516",-58.3915751,-34.6150415,"1",MONSERRAT,"84",I,,,,,,,,,,,84-Villa Del Parque (CABA),OFICIAL
"263",USPALLATA,"3330",-58.4103511,-34.6402155,"4",PARQUE PATRICIOS,"31",,"32",,,,,,,,,,31-Plaza Miserere (CABA),OFICIAL
"264",ENTRE RIOS AV.,"478",-58.3915907,-34.6146009,"1",MONSERRAT,"6",V,,,,,,,,,,,6-Retiro (CABA),OFICIAL
"265",DEL LIBERTADOR AV.,"7415",-58.45907,-34.54517,"13",NU�EZ,"15",I,"28",V,"29",I,"130",I,,,,,"15-Belgrano (CABA), Benav�dez (Tigre), Don Torcuato (Tigre), Gar�n (Escobar), Gar�n (Malvinas Argentinas), Saavedra (CABA), Tortuguitas (Escobar), Tortuguitas (Malvinas Argentinas), Troncos del Talar (Tigre)|28-Villa Fiorito (Lomas de Zamora)",OFICIAL
"266",USPALLATA,"3354",-58.4102588,-34.6401851,"4",PARQUE PATRICIOS,"28",V,"133",V,,,,,,,,,"28-Retiro (CABA)|133-Barracas (CABA), Constitucion (CABA)",OFICIAL
"267",ENTRE RIOS AV.,"418",-58.3916065,-34.6140353,"1",MONSERRAT,"50",V,,,,,,,,,,,50-Retiro (CABA),OFICIAL
"269",ENTRE RIOS AV.,"346",-58.3916394,-34.6131777,"1",MONSERRAT,"12",I,,,,,,,,,,,12-Palermo (CABA),OFICIAL
"270",ENTRE RIOS AV.,"322",-58.3916477,-34.6129634,"1",MONSERRAT,"37",V,"150",V,,,,,,,,,"37-Belgrano (CABA), Palermo (CABA)|150-Retiro (CABA)",OFICIAL
"272",ENTRE RIOS AV.,"276",-58.391673,-34.6122977,"1",MONSERRAT,"151",I,,,,,,,,,,,151-Vicente L�pez (Vicente L�pez),OFICIAL
"273",ENTRE RIOS AV.,"230",-58.3916835,-34.6118674,"1",MONSERRAT,"56",V,,,,,,,,,,,56-Retiro (CABA),OFICIAL
"276",ALMAFUERTE AV.,"406",-58.4130914,-34.6429123,"4",PARQUE PATRICIOS,"31",V,"32",V,"75",V,,,,,,,"31-Plaza Miserere (CABA)|32-Balvanera (CABA), Nueva Pompeya (CABA)|75-Retiro (CABA)",OFICIAL
"278",ALMAFUERTE AV.,"408",-58.4131482,-34.6430405,"4",PARQUE PATRICIOS,"28",V,,,,,,,,,,,28-Retiro (CABA),OFICIAL
"279",ENTRE RIOS AV.,"80",-58.3917929,-34.610148,"1",MONSERRAT,"37",V,,,,,,,,,,,"37-Belgrano (CABA), Palermo (CABA)",OFICIAL
"280",ALMAFUERTE AV.,"410",-58.4130718,-34.6428644,"4",PARQUE PATRICIOS,"6",V,,,,,,,,,,,6-Retiro (CABA),OFICIAL
"281",ENTRE RIOS AV.,"70",-58.3917998,-34.610054,"1",MONSERRAT,"12",I,"150",V,,,,,,,,,12-Palermo (CABA)|150-Retiro (CABA),OFICIAL
"282",ALMAFUERTE AV.,"412",-58.4130742,-34.64287,"4",PARQUE PATRICIOS,"128",V,,,,,,,,,,,128-Palermo (CABA),OFICIAL
"283",ENTRE RIOS AV.,"40",-58.3917675,-34.609958,"1",MONSERRAT,"6",V,"50",V,,,,,,,,,6-Retiro (CABA)|50-Retiro (CABA),OFICIAL
"284",SOLIS,"61",-58.3914999,-34.6099645,"1",MONSERRAT,"6",I,"150",I,,,,,,,,,"6-Nueva Pompeya (CABA), Villa Soldati (CABA)|150-Villa Riachuelo (CABA)",OFICIAL
"286",SOLIS,"175",-58.3904281,-34.6110911,"1",MONSERRAT,"6",I,"150",I,,,,,,,,,"6-Nueva Pompeya (CABA), Villa Soldati (CABA)|150-Villa Riachuelo (CABA)",OFICIAL
"288",DR. PROF. PEDRO CHUTRO,"3475",-58.4127792,-34.6426061,"4",PARQUE PATRICIOS,"28",I,"32",I,"75",I,,,,,,,"28-Liniers (CABA), Nueva Pompeya (CABA), Retiro (CABA), Villa Fiorito (Lomas de Zamora)|32-Ingeniero Budge (Lomas de Zamora), Lan�s Este (Lan�s), Lan�s Oeste (Lan�s), Nueve de Abril (Esteban Echeverr�a)|75-Lan�s Oeste (Lan�s)",OFICIAL
"289",DEL LIBERTADOR AV.,"7050",-58.45621,-34.54779,"13",NU�EZ,"15",V,"28",I,"29",V,"130",V,,,,,"15-Belgrano (CABA), Benav�dez (Tigre), Don Torcuato (Tigre), Gar�n (Escobar), Gar�n (Malvinas Argentinas), Saavedra (CABA), Tortuguitas (Escobar), Tortuguitas (Malvinas Argentinas), Troncos del Talar (Tigre)|28-Villa Fiorito (Lomas de Zamora)",OFICIAL
"291",MARTIN GARCIA,"583",-58.3724949,-34.6312495,"4",BARRACAS,"168",I,,,,,,,,,,,"168-Palermo (CABA), San Isidro (San Isidro), Vicente L�pez (Vicente L�pez), Villa Crespo (CABA)",OFICIAL
"292",MARTIN GARCIA,"422",-58.3710254,-34.6299848,"4",BARRACAS,"29",V,"168",V,,,,,,,,,"29-Boca (CABA), San Nicolas (CABA)|168-Boca (CABA)",OFICIAL
"293",MARTIN GARCIA,"420",-58.3710124,-34.6299718,"4",BARRACAS,"10",I,"46",V,"53",V,,,,,,,"10-Villa Dom�nico (Avellaneda), Wilde (Avellaneda)|46-Boca (CABA)|53-Boca (CABA), Constitucion (CABA)",OFICIAL
"294",MARTIN GARCIA,"410",-58.3709469,-34.6299064,"4",BARRACAS,"24",I,"39",V,,,,,,,,,"24-Wilde (Avellaneda)|39-Barracas (CABA), Boca (CABA)|70-Barracas (CABA), Valent�n Alsina (Lan�s)",OFICIAL
"295",CASEROS AV.,"471",-58.3720815,-34.6266228,"1",SAN TELMO,"46",I,,,,,,,,,,,46-San Justo (La Matanza),OFICIAL
"296",CASEROS AV.,"493",-58.37241,-34.6266417,"1",SAN TELMO,"39",I,,,,,,,,,,,24-Villa Del Parque (CABA)|39-Chacarita (CABA),OFICIAL
"297",CASEROS AV.,"751",-58.3750302,-34.6269339,"1",SAN TELMO,"46",I,,,,,,,,,,,46-San Justo (La Matanza),OFICIAL
"298",CASEROS AV.,"795",-58.3754837,-34.6271589,"1",SAN TELMO,"39",I,,,,,,,,,,,39-Chacarita (CABA),OFICIAL
"299",CASEROS AV.,"971",-58.3774706,-34.6282338,"1",CONSTITUCION,"10",V,"70",I,,,,,,,,,10-Palermo (CABA)|70-Retiro (CABA),OFICIAL
"300",CASEROS AV.,"983",-58.377693,-34.6283552,"1",CONSTITUCION,"39",I,"46",I,,,,,,,,,39-Chacarita (CABA)|46-San Justo (La Matanza),OFICIAL
"301",CASEROS AV.,"902",-58.3767393,-34.6280339,"4",BARRACAS,"10",I,"70",V,"168",,,,,,,,"10-Villa Dom�nico (Avellaneda), Wilde (Avellaneda)|70-Barracas (CABA), Valent�n Alsina (Lan�s)",OFICIAL
"302",CASEROS AV.,"856",-58.3762632,-34.6277737,"4",BARRACAS,"46",V,,,,,,,,,,,46-Boca (CABA),OFICIAL
