id,pos
2437,"-34.654282,-58.371497"
2438,"-34.652681,-58.371992"
2439,"-34.652531,-58.372056"
2440,"-34.652218,-58.372127"
2441,"-34.650922,-58.372421"
2442,"-34.650064,-58.372571"
2443,"-34.649593,-58.372919"
2444,"-34.649377,-58.373258"
2445,"-34.648347,-58.373837"
2446,"-34.646952,-58.37431"
2447,"-34.644399,-58.375146"
2448,"-34.64397,-58.375232"
2449,"-34.64354,-58.37534"
2450,"-34.643111,-58.375425"
2451,"-34.642146,-58.375533"
2452,"-34.640622,-58.375704"
2453,"-34.639828,-58.37579"
2454,"-34.639463,-58.375833"
2455,"-34.638004,-58.376284"
2456,"-34.636202,-58.376777"
2457,"-34.634721,-58.377142"
2458,"-34.633391,-58.377442"
2459,"-34.632511,-58.377764"
2460,"-34.631288,-58.378344"
2461,"-34.63073,-58.378451"
2462,"-34.630516,-58.378408"
2463,"-34.630301,-58.378129"
2464,"-34.630172,-58.378"
2465,"-34.629979,-58.3777"
2466,"-34.62955,-58.377357"
2467,"-34.628563,-58.377936"
2468,"-34.627426,-58.378472"
2469,"-34.626052,-58.378966"
2470,"-34.626353,-58.380232"
2471,"-34.626911,-58.382206"
2472,"-34.625945,-58.382249"
2473,"-34.624658,-58.38227"
2474,"-34.624658,-58.382936"
2475,"-34.624701,-58.384395"
2476,"-34.624743,-58.385789"
2477,"-34.626095,-58.385746"
2478,"-34.627039,-58.385725"
2479,"-34.623542,-58.342059"
2480,"-34.623713,-58.342338"
2481,"-34.623928,-58.343153"
2482,"-34.624035,-58.343775"
2483,"-34.624234,-58.345415"
2484,"-34.624293,-58.3459"
2485,"-34.624293,-58.34635"
2486,"-34.624143,-58.346715"
2487,"-34.623907,-58.347101"
2488,"-34.623864,-58.347337"
2489,"-34.623947,-58.348171"
2490,"-34.624148,-58.350176"
2491,"-34.624293,-58.351629"
2492,"-34.624255,-58.352028"
2493,"-34.62425,-58.352079"
2494,"-34.623971,-58.352594"
2495,"-34.623667,-58.352919"
2496,"-34.623621,-58.35307"
2497,"-34.623031,-58.35353"
2498,"-34.622359,-58.353905"
2499,"-34.621697,-58.354308"
2500,"-34.618971,-58.355856"
2501,"-34.618199,-58.356156"
2502,"-34.617898,-58.356221"
2503,"-34.617834,-58.356242"
2504,"-34.61777,-58.356264"
2505,"-34.617662,-58.356414"
2506,"-34.617662,-58.3565"
2507,"-34.61777,-58.356671"
2508,"-34.618392,-58.356757"
2509,"-34.618714,-58.357036"
2510,"-34.618936,-58.357318"
2511,"-34.618878,-58.35755"
2512,"-34.61877,-58.357799"
2513,"-34.618392,-58.357852"
2514,"-34.617598,-58.35798"
2515,"-34.617544,-58.357997"
2516,"-34.617319,-58.358066"
2517,"-34.617126,-58.358109"
2518,"-34.614243,-58.358481"
2519,"-34.612002,-58.358772"
2520,"-34.611806,-58.358985"
2521,"-34.611655,-58.359114"
2522,"-34.611485,-58.359187"
2523,"-34.61152,-58.359826"
2524,"-34.611472,-58.360105"
2525,"-34.611595,-58.361832"
2526,"-34.611659,-58.362558"
2527,"-34.611716,-58.363382"
2528,"-34.6118,-58.363581"
2529,"-34.611976,-58.363881"
2530,"-34.612057,-58.3655"
2531,"-34.612062,-58.365598"
2532,"-34.612083,-58.366027"
2533,"-34.611998,-58.366113"
2534,"-34.611976,-58.366263"
2535,"-34.611676,-58.366241"
2536,"-34.61095,-58.366329"
2537,"-34.611014,-58.367273"
2538,"-34.64766,-58.415766"
2539,"-34.647003,-58.415332"
2540,"-34.645858,-58.414629"
2541,"-34.645665,-58.4145"
2542,"-34.645321,-58.414328"
2543,"-34.644699,-58.414006"
2544,"-34.64457,-58.413942"
2545,"-34.643819,-58.413599"
2546,"-34.643412,-58.413427"
2547,"-34.642789,-58.413148"
2548,"-34.642575,-58.413041"
2549,"-34.641716,-58.412697"
2550,"-34.640913,-58.412364"
2551,"-34.639592,-58.411839"
2552,"-34.639421,-58.411753"
2553,"-34.638462,-58.411416"
2554,"-34.637017,-58.410938"
2555,"-34.636309,-58.410702"
2556,"-34.635708,-58.410509"
2557,"-34.635086,-58.410573"
2558,"-34.632876,-58.403814"
2559,"-34.613065,-58.381161"
2560,"-34.612115,-58.366642"
2561,"-34.612105,-58.366499"
2562,"-34.612191,-58.366456"
2563,"-34.612212,-58.366306"
2564,"-34.612191,-58.366156"
2565,"-34.612148,-58.36607"
2566,"-34.611998,-58.36386"
2567,"-34.612133,-58.363565"
2568,"-34.612176,-58.363339"
2569,"-34.612126,-58.362465"
2570,"-34.612062,-58.361542"
2571,"-34.618134,-58.356521"
2572,"-34.618113,-58.356328"
2573,"-34.622083,-58.35429"
2574,"-34.62249,-58.354375"
2575,"-34.623113,-58.354032"
2576,"-34.623799,-58.35356"
2577,"-34.624039,-58.343805"
2578,"-34.623565,-58.342096"
2579,"-34.583263,-58.377312"
2580,"-34.584248,-58.375558"
2581,"-34.584389,-58.375336"
2582,"-34.584533,-58.375068"
2583,"-34.584636,-58.3749"
2584,"-34.585004,-58.375189"
2585,"-34.58509,-58.375168"
2586,"-34.585154,-58.375082"
2587,"-34.585419,-58.374629"
2588,"-34.585532,-58.374435"
2589,"-34.585579,-58.374356"
2590,"-34.585731,-58.374096"
2591,"-34.585755,-58.374055"
2592,"-34.585796,-58.373984"
2593,"-34.585849,-58.373895"
2594,"-34.58589,-58.373824"
2595,"-34.585978,-58.373673"
2596,"-34.586161,-58.37336"
2597,"-34.586334,-58.373065"
2598,"-34.586334,-58.372657"
2599,"-34.58642,-58.372464"
2600,"-34.58642,-58.372271"
2601,"-34.598501,-58.372829"
2602,"-34.598587,-58.374202"
2603,"-34.598672,-58.375361"
2604,"-34.59878,-58.376799"
2605,"-34.598887,-58.378279"
2606,"-34.598951,-58.379738"
2607,"-34.599016,-58.381155"
2608,"-34.599056,-58.381625"
2609,"-34.599059,-58.381773"
2610,"-34.599059,-58.381947"
2611,"-34.599074,-58.382094"
2612,"-34.59908,-58.382528"
2613,"-34.599144,-58.384051"
2614,"-34.599209,-58.385446"
2615,"-34.600475,-58.385339"
2616,"-34.602681,-58.38524"
2617,"-34.605153,-58.385038"
2618,"-34.606376,-58.384995"
2619,"-34.607563,-58.384934"
2620,"-34.608695,-58.384885"
2621,"-34.609286,-58.38485"
2622,"-34.60938,-58.386261"
2623,"-34.609457,-58.38731"
2624,"-34.609469,-58.387601"
2625,"-34.609379,-58.387872"
2626,"-34.609122,-58.38827"
2627,"-34.609063,-58.388581"
2628,"-34.609094,-58.389189"
2629,"-34.609251,-58.391733"
2630,"-34.609208,-58.392141"
2631,"-34.609293,-58.39341"
2632,"-34.609401,-58.394866"
2633,"-34.609509,-58.396282"
2634,"-34.609595,-58.397594"
2635,"-34.609699,-58.399119"
2636,"-34.609809,-58.400466"
2637,"-34.609895,-58.401818"
2638,"-34.610002,-58.40332"
2639,"-34.610066,-58.404586"
2640,"-34.610109,-58.405981"
2641,"-34.610174,-58.406496"
2642,"-34.610281,-58.407676"
2643,"-34.610345,-58.408878"
2644,"-34.610431,-58.410358"
2645,"-34.61056,-58.411732"
2646,"-34.610646,-58.413105"
2647,"-34.610753,-58.414457"
2648,"-34.61086,-58.415766"
2649,"-34.610925,-58.417289"
2650,"-34.611032,-58.418469"
2651,"-34.611118,-58.419714"
2652,"-34.611483,-58.421044"
2653,"-34.612062,-58.422418"
2654,"-34.612598,-58.423598"
2655,"-34.613199,-58.424928"
2656,"-34.613714,-58.426151"
2657,"-34.614358,-58.427632"
2658,"-34.614766,-58.428512"
2659,"-34.635203,-58.487634"
2660,"-34.660452,-58.532628"
2661,"-34.660106,-58.531981"
2662,"-34.659419,-58.530672"
2663,"-34.659097,-58.530028"
2664,"-34.658732,-58.529341"
2665,"-34.65811,-58.528161"
2666,"-34.657509,-58.527002"
2667,"-34.657187,-58.52638"
2668,"-34.656866,-58.525801"
2669,"-34.656394,-58.524942"
2670,"-34.656222,-58.525221"
2671,"-34.6559,-58.525586"
2672,"-34.655578,-58.526037"
2673,"-34.655406,-58.526251"
2674,"-34.654441,-58.527024"
2675,"-34.65281,-58.528311"
2676,"-34.65075,-58.528397"
2677,"-34.650321,-58.528461"
2678,"-34.640129,-58.525007"
2679,"-34.640515,-58.524964"
2680,"-34.640772,-58.524942"
2681,"-34.64103,-58.524921"
2682,"-34.641266,-58.524899"
2683,"-34.641545,-58.524878"
2684,"-34.641759,-58.524857"
2685,"-34.642017,-58.524835"
2686,"-34.642253,-58.524814"
2687,"-34.64251,-58.524792"
2688,"-34.642789,-58.524771"
2689,"-34.643669,-58.524706"
2690,"-34.643691,-58.525071"
2691,"-34.643712,-58.525393"
2692,"-34.643712,-58.525736"
2693,"-34.643734,-58.526123"
2694,"-34.643798,-58.527367"
2695,"-34.644785,-58.527303"
2696,"-34.645472,-58.52726"
2697,"-34.645879,-58.527238"
2698,"-34.64618,-58.527217"
2699,"-34.646738,-58.527174"
2700,"-34.647617,-58.52711"
2701,"-34.648755,-58.527045"
2702,"-34.650085,-58.526959"
2703,"-34.650686,-58.526917"
2704,"-34.651415,-58.526852"
2705,"-34.652445,-58.526766"
2706,"-34.652874,-58.526251"
2707,"-34.653325,-58.525672"
2708,"-34.653776,-58.525071"
2709,"-34.654226,-58.52447"
2710,"-34.654655,-58.523891"
2711,"-34.655106,-58.52329"
2712,"-34.654419,-58.522518"
2713,"-34.654033,-58.52211"
2714,"-34.653368,-58.521359"
2715,"-34.652681,-58.520586"
2716,"-34.651995,-58.519835"
2717,"-34.651308,-58.519063"
2718,"-34.650578,-58.518269"
2719,"-34.650128,-58.517776"
2720,"-34.649527,-58.51711"
2721,"-34.648883,-58.516381"
2722,"-34.649785,-58.515179"
2723,"-34.650686,-58.51402"
2724,"-34.651051,-58.513527"
2725,"-34.650664,-58.512647"
2726,"-34.650192,-58.511682"
2727,"-34.649677,-58.510544"
2728,"-34.648926,-58.508956"
2729,"-34.648347,-58.507669"
2730,"-34.647875,-58.506703"
2731,"-34.64781,-58.506532"
2732,"-34.647274,-58.505394"
2733,"-34.64678,-58.504364"
2734,"-34.646308,-58.503335"
2735,"-34.645793,-58.502305"
2736,"-34.645321,-58.501275"
2737,"-34.644849,-58.500245"
2738,"-34.644377,-58.499215"
2739,"-34.643884,-58.498185"
2740,"-34.644678,-58.497219"
2741,"-34.645622,-58.496039"
2742,"-34.644849,-58.495224"
2743,"-34.645236,-58.484538"
2744,"-34.643047,-58.482006"
2745,"-34.641287,-58.479924"
2746,"-34.640515,-58.47868"
2747,"-34.639742,-58.477414"
2748,"-34.640107,-58.476963"
2749,"-34.640901,-58.475912"
2750,"-34.641781,-58.474817"
2751,"-34.642682,-58.473701"
2752,"-34.64354,-58.472607"
2753,"-34.64457,-58.471298"
2754,"-34.6456,-58.470011"
2755,"-34.646459,-58.468916"
2756,"-34.64721,-58.467951"
2757,"-34.64663,-58.467543"
2758,"-34.646115,-58.467157"
2759,"-34.645944,-58.467093"
2760,"-34.645879,-58.46705"
2761,"-34.645343,-58.46602"
2762,"-34.644849,-58.464861"
2763,"-34.644356,-58.463809"
2764,"-34.644034,-58.463166"
2765,"-34.643884,-58.46278"
2766,"-34.643862,-58.462608"
2767,"-34.643905,-58.462479"
2768,"-34.644055,-58.462243"
2769,"-34.64412,-58.461857"
2770,"-34.644098,-58.461514"
2771,"-34.64397,-58.461235"
2772,"-34.643819,-58.461063"
2773,"-34.643583,-58.460956"
2774,"-34.643068,-58.46072"
2775,"-34.642961,-58.460634"
2776,"-34.642746,-58.460376"
2777,"-34.642317,-58.459454"
2778,"-34.641974,-58.458724"
2779,"-34.641631,-58.457994"
2780,"-34.64148,-58.457673"
2781,"-34.641094,-58.456836"
2782,"-34.640794,-58.456256"
2783,"-34.640644,-58.45602"
2784,"-34.640493,-58.455741"
2785,"-34.640322,-58.455462"
2786,"-34.640172,-58.455226"
2787,"-34.639978,-58.454926"
2788,"-34.639764,-58.454711"
2789,"-34.639571,-58.454518"
2790,"-34.639399,-58.45439"
2791,"-34.639313,-58.454304"
2792,"-34.63912,-58.454089"
2793,"-34.638927,-58.453896"
2794,"-34.638712,-58.453681"
2795,"-34.638584,-58.453488"
2796,"-34.638047,-58.452523"
2797,"-34.637446,-58.45145"
2798,"-34.636867,-58.45042"
2799,"-34.636266,-58.449497"
2800,"-34.63558,-58.44851"
2801,"-34.634957,-58.447459"
2802,"-34.635322,-58.447073"
2803,"-34.635537,-58.446858"
2804,"-34.636652,-58.445828"
2805,"-34.636309,-58.444068"
2806,"-34.63603,-58.442802"
2807,"-34.635859,-58.44188"
2808,"-34.635708,-58.441215"
2809,"-34.635537,-58.440313"
2810,"-34.635236,-58.438876"
2811,"-34.635043,-58.437953"
2812,"-34.635,-58.437631"
2813,"-34.634914,-58.437309"
2814,"-34.63485,-58.436944"
2815,"-34.634786,-58.436644"
2816,"-34.634721,-58.436344"
2817,"-34.634614,-58.435743"
2818,"-34.634528,-58.435292"
2819,"-34.634464,-58.43497"
2820,"-34.634292,-58.434198"
2821,"-34.634206,-58.433704"
2822,"-34.63412,-58.433275"
2823,"-34.634035,-58.432953"
2824,"-34.633992,-58.432739"
2825,"-34.633584,-58.432117"
2826,"-34.633262,-58.431559"
2827,"-34.632018,-58.429799"
2828,"-34.631953,-58.429713"
2829,"-34.63161,-58.429091"
2830,"-34.631567,-58.42849"
2831,"-34.631524,-58.427203"
2832,"-34.631481,-58.425744"
2833,"-34.631288,-58.424499"
2834,"-34.631073,-58.423126"
2835,"-34.63088,-58.421817"
2836,"-34.630687,-58.420465"
2837,"-34.630537,-58.419178"
2838,"-34.63043,-58.418362"
2839,"-34.630365,-58.417761"
2840,"-34.630215,-58.416495"
2841,"-34.630151,-58.415895"
2842,"-34.629829,-58.414521"
2843,"-34.629507,-58.413191"
2844,"-34.629378,-58.412633"
2845,"-34.629207,-58.411839"
2846,"-34.628971,-58.410938"
2847,"-34.628735,-58.409951"
2848,"-34.628327,-58.408449"
2849,"-34.628091,-58.406689"
2850,"-34.627941,-58.405316"
2851,"-34.627812,-58.404307"
2852,"-34.627748,-58.403749"
2853,"-34.627619,-58.402655"
2854,"-34.627447,-58.401325"
2855,"-34.627297,-58.400102"
2856,"-34.627147,-58.39875"
2857,"-34.626911,-58.397076"
2858,"-34.62676,-58.395531"
2859,"-34.626653,-58.394437"
2860,"-34.626545,-58.393322"
2861,"-34.62642,-58.392328"
2862,"-34.627209,-58.390245"
2863,"-34.627168,-58.388772"
2864,"-34.627147,-58.3883"
2865,"-34.627104,-58.387206"
2866,"-34.627018,-58.384352"
2867,"-34.626932,-58.38285"
2868,"-34.627233,-58.382206"
2869,"-34.627812,-58.382142"
2870,"-34.62779,-58.381433"
2871,"-34.627705,-58.379588"
2872,"-34.626825,-58.377249"
2873,"-34.626267,-58.376219"
2874,"-34.6256285820602,-58.375062225069"
2875,"-34.6255498635588,-58.3739571384143"
2876,"-34.6254746052113,-58.3726284393131"
2877,"-34.625344,-58.371069"
2878,"-34.62528,-58.369739"
2879,"-34.621634,-58.367282"
2880,"-34.62162,-58.367069"
2881,"-34.621487,-58.366911"
2882,"-34.620495,-58.367014"
2883,"-34.619315,-58.367143"
2884,"-34.618199,-58.367293"
2885,"-34.618124,-58.366455"
2886,"-34.618051,-58.365886"
2887,"-34.617939,-58.365888"
2888,"-34.617856,-58.365769"
2889,"-34.616718,-58.365877"
2890,"-34.615581,-58.365984"
2891,"-34.613805,-58.366186"
2892,"-34.612556,-58.366327"
2893,"-34.610427,-58.366385"
2894,"-34.608077,-58.366633"
2895,"-34.605758,-58.366897"
2896,"-34.605257,-58.366919"
2897,"-34.605122,-58.366922"
2898,"-34.602771,-58.36725"
2899,"-34.601698,-58.367379"
2900,"-34.600174,-58.367529"
2901,"-34.599164,-58.367894"
2902,"-34.598414,-58.368112"
2903,"-34.598329,-58.369031"
2904,"-34.598286,-58.369181"
2905,"-34.59826,-58.369595"
2906,"-34.599359,-58.369482"
2907,"-34.600539,-58.36931"
2908,"-34.601848,-58.369138"
2909,"-34.630666,-58.39154"
2910,"-34.631696,-58.391368"
2911,"-34.632854,-58.391175"
2912,"-34.602932,-58.369049"
2913,"-34.602861,-58.368412"
2914,"-34.602843,-58.368193"
2915,"-34.604037,-58.368044"
2916,"-34.605196,-58.367952"
2917,"-34.606652,-58.367806"
2918,"-34.607838,-58.3677"
2919,"-34.619229,-58.366327"
2920,"-34.620433,-58.366225"
2921,"-34.621497,-58.366094"
2922,"-34.621975,-58.366027"
2923,"-34.62219,-58.366005"
2924,"-34.622512,-58.366005"
2925,"-34.622619,-58.366005"
2926,"-34.623349,-58.36592"
2927,"-34.623778,-58.365877"
2928,"-34.623885,-58.365898"
2929,"-34.623992,-58.366027"
2930,"-34.624143,-58.369739"
2931,"-34.624228,-58.371198"
2932,"-34.6243443056204,-58.3727019223888"
2933,"-34.6244538598081,-58.3740388845504"
2934,"-34.62455,-58.37549"
2935,"-34.625108,-58.376756"
2936,"-34.625645,-58.378"
2937,"-34.627447,-58.393214"
2938,"-34.627619,-58.394287"
2939,"-34.627812,-58.39536"
2940,"-34.628069,-58.39684"
2941,"-34.629185,-58.39654"
2942,"-34.629486,-58.398192"
2943,"-34.628391,-58.3986"
2944,"-34.628541,-58.399909"
2945,"-34.628692,-58.40111"
2946,"-34.628842,-58.402376"
2947,"-34.628971,-58.403535"
2948,"-34.629142,-58.405144"
2949,"-34.629185,-58.40553"
2950,"-34.629292,-58.406518"
2951,"-34.629486,-58.408341"
2952,"-34.629765,-58.409436"
2953,"-34.629872,-58.409865"
2954,"-34.630108,-58.41083"
2955,"-34.630344,-58.411796"
2956,"-34.630473,-58.412333"
2957,"-34.630666,-58.413084"
2958,"-34.631009,-58.4145"
2959,"-34.631352,-58.415959"
2960,"-34.63146,-58.41656"
2961,"-34.637382,-58.44733"
2962,"-34.636309,-58.448017"
2963,"-34.642875,-58.460741"
2964,"-34.642918,-58.461041"
2965,"-34.642832,-58.461277"
2966,"-34.642746,-58.461449"
2967,"-34.642682,-58.46175"
2968,"-34.642704,-58.462007"
2969,"-34.642875,-58.462393"
2970,"-34.643025,-58.462543"
2971,"-34.643197,-58.462651"
2972,"-34.643433,-58.462694"
2973,"-34.643712,-58.462844"
2974,"-34.645579,-58.46765"
2975,"-34.644699,-58.468766"
2976,"-34.643712,-58.470011"
2977,"-34.642661,-58.471341"
2978,"-34.641802,-58.472414"
2979,"-34.640923,-58.47353"
2980,"-34.640043,-58.474667"
2981,"-34.639227,-58.475697"
2982,"-34.638927,-58.476083"
2983,"-34.638734,-58.476298"
2984,"-34.638369,-58.47677"
2985,"-34.637725,-58.477585"
2986,"-34.636974,-58.478551"
2987,"-34.637661,-58.480053"
2988,"-34.637833,-58.480418"
2989,"-34.638326,-58.481469"
2990,"-34.638433,-58.481748"
2991,"-34.63897,-58.482885"
2992,"-34.639421,-58.483894"
2993,"-34.639764,-58.484602"
2994,"-34.639893,-58.484881"
2995,"-34.640107,-58.48531"
2996,"-34.644721,-58.495095"
2997,"-34.64633,-58.49679"
2998,"-34.645386,-58.49797"
2999,"-34.649463,-58.512669"
3000,"-34.648583,-58.513849"
3001,"-34.649205,-58.514557"
3002,"-34.650407,-58.515909"
3003,"-34.651029,-58.516595"
3004,"-34.65148,-58.517089"
3005,"-34.652188,-58.517883"
3006,"-34.652874,-58.518634"
3007,"-34.653561,-58.519406"
3008,"-34.653068,-58.520072"
3009,"-34.65178,-58.521767"
3010,"-34.650879,-58.522968"
3011,"-34.650385,-58.523612"
3012,"-34.649978,-58.524148"
3013,"-34.650686,-58.524878"
3014,"-34.6509,-58.525114"
3015,"-34.651351,-58.525608"
3016,"-34.650042,-58.525715"
3017,"-34.64869,-58.525801"
3018,"-34.647574,-58.525887"
3019,"-34.646673,-58.525929"
3020,"-34.645836,-58.525994"
3021,"-34.644721,-58.526058"
3022,"-34.644055,-58.526101"
3023,"-34.642832,-58.526187"
3024,"-34.641609,-58.526273"
3025,"-34.640236,-58.526337"
3026,"-34.65457,-58.528826"
3027,"-34.654806,-58.528655"
3028,"-34.655063,-58.528311"
3029,"-34.655857,-58.527195"
3030,"-34.656286,-58.526616"
3031,"-34.656436,-58.52638"
3032,"-34.94118,-58.613305"
3033,"-34.94,-58.614228"
3034,"-34.940547,-58.61526"
3035,"-34.941115,-58.616374"
3036,"-34.939935,-58.617296"
3037,"-34.938734,-58.618176"
3038,"-34.937575,-58.619099"
3039,"-34.936845,-58.619614"
3040,"-34.936674,-58.619871"
3041,"-34.936566,-58.620107"
3042,"-34.936481,-58.620172"
3043,"-34.93633,-58.620172"
3044,"-34.934378,-58.618476"
3045,"-34.933369,-58.617597"
3046,"-34.932747,-58.61706"
3047,"-34.931996,-58.616416"
3048,"-34.931223,-58.615751"
3049,"-34.930387,-58.615"
3050,"-34.927425,-58.612447"
3051,"-34.926825,-58.611889"
3052,"-34.924099,-58.609529"
3053,"-34.923627,-58.609121"
3054,"-34.92204,-58.607726"
3055,"-34.921288,-58.607061"
3056,"-34.920537,-58.606417"
3057,"-34.91955,-58.60558"
3058,"-34.917963,-58.604035"
3059,"-34.916997,-58.602877"
3060,"-34.915988,-58.601611"
3061,"-34.915602,-58.601117"
3062,"-34.914529,-58.599744"
3063,"-34.914165,-58.59925"
3064,"-34.913177,-58.598027"
3065,"-34.912341,-58.596954"
3066,"-34.911461,-58.59586"
3067,"-34.910603,-58.594723"
3068,"-34.910474,-58.594551"
3069,"-34.909744,-58.593607"
3070,"-34.909208,-58.59292"
3071,"-34.908843,-58.592448"
3072,"-34.90792,-58.591311"
3073,"-34.907062,-58.590152"
3074,"-34.906569,-58.58953"
3075,"-34.906096,-58.588908"
3076,"-34.905925,-58.588715"
3077,"-34.905388,-58.588071"
3078,"-34.904873,-58.587363"
3079,"-34.904358,-58.58674"
3080,"-34.903886,-58.58614"
3081,"-34.903393,-58.585496"
3082,"-34.902942,-58.584874"
3083,"-34.902427,-58.584273"
3084,"-34.902041,-58.583758"
3085,"-34.901655,-58.583221"
3086,"-34.900582,-58.581913"
3087,"-34.90026,-58.581312"
3088,"-34.899788,-58.580711"
3089,"-34.899337,-58.580132"
3090,"-34.898479,-58.579059"
3091,"-34.897964,-58.578436"
3092,"-34.897492,-58.577836"
3093,"-34.896998,-58.577213"
3094,"-34.896462,-58.57657"
3095,"-34.89599,-58.57599"
3096,"-34.894102,-58.573565"
3097,"-34.893286,-58.57245"
3098,"-34.8929,-58.571656"
3099,"-34.892406,-58.570926"
3100,"-34.891849,-58.570218"
3101,"-34.891291,-58.569531"
3102,"-34.890733,-58.568823"
3103,"-34.88981,-58.567665"
3104,"-34.88951,-58.567257"
3105,"-34.888887,-58.566442"
3106,"-34.887922,-58.565283"
3107,"-34.887278,-58.564789"
3108,"-34.886806,-58.564231"
3109,"-34.885969,-58.563159"
3110,"-34.885132,-58.562086"
3111,"-34.884424,-58.561141"
3112,"-34.883587,-58.560069"
3113,"-34.882085,-58.558159"
3114,"-34.881463,-58.557365"
3115,"-34.880733,-58.556442"
3116,"-34.880283,-58.555884"
3117,"-34.879854,-58.555326"
3118,"-34.879146,-58.554404"
3119,"-34.878674,-58.553803"
3120,"-34.878201,-58.553202"
3121,"-34.877708,-58.552558"
3122,"-34.877236,-58.551958"
3123,"-34.876227,-58.55067"
3124,"-34.874082,-58.547945"
3125,"-34.872322,-58.545713"
3126,"-34.870412,-58.543246"
3127,"-34.868395,-58.540649"
3128,"-34.86773,-58.539855"
3129,"-34.867215,-58.539169"
3130,"-34.866657,-58.538482"
3131,"-34.866142,-58.537774"
3132,"-34.865606,-58.537087"
3133,"-34.865048,-58.536401"
3134,"-34.863932,-58.534985"
3135,"-34.863439,-58.534298"
3136,"-34.862795,-58.533483"
3137,"-34.861465,-58.531787"
3138,"-34.8611,-58.531294"
3139,"-34.860563,-58.53065"
3140,"-34.860048,-58.529963"
3141,"-34.859469,-58.529277"
3142,"-34.858954,-58.528612"
3143,"-34.858418,-58.527925"
3144,"-34.85816,-58.527625"
3145,"-34.857452,-58.526702"
3146,"-34.856722,-58.525779"
3147,"-34.856036,-58.524835"
3148,"-34.855328,-58.523848"
3149,"-34.856143,-58.522925"
3150,"-34.855285,-58.52181"
3151,"-34.85462,-58.520951"
3152,"-34.854115,-58.520353"
3153,"-34.853311,-58.521252"
3154,"-34.853075,-58.52093"
3155,"-34.85286,-58.520715"
3156,"-34.852388,-58.520222"
3157,"-34.851208,-58.518741"
3158,"-34.850392,-58.51769"
3159,"-34.850221,-58.517411"
3160,"-34.849749,-58.516488"
3161,"-34.849126,-58.515222"
3162,"-34.849041,-58.514814"
3163,"-34.848676,-58.514085"
3164,"-34.848182,-58.513076"
3165,"-34.846959,-58.510566"
3166,"-34.846466,-58.509579"
3167,"-34.845586,-58.507926"
3168,"-34.845114,-58.50724"
3169,"-34.844985,-58.506982"
3170,"-34.844921,-58.50666"
3171,"-34.844942,-58.506575"
3172,"-34.844985,-58.506446"
3173,"-34.844921,-58.506167"
3174,"-34.844813,-58.506038"
3175,"-34.844706,-58.505974"
3176,"-34.844599,-58.505931"
3177,"-34.844406,-58.505952"
3178,"-34.844298,-58.506017"
3179,"-34.844234,-58.506103"
3180,"-34.844191,-58.506188"
3181,"-34.844062,-58.50636"
3182,"-34.843762,-58.506489"
3183,"-34.84329,-58.506553"
3184,"-34.842968,-58.506575"
3185,"-34.842775,-58.506596"
3186,"-34.84241,-58.506639"
3187,"-34.84226,-58.50666"
3188,"-34.842131,-58.506682"
3189,"-34.842101,-58.506667"
3190,"-34.842002,-58.506618"
3191,"-34.841852,-58.506467"
3192,"-34.841552,-58.506167"
3193,"-34.840801,-58.505201"
3194,"-34.840586,-58.504944"
3195,"-34.839406,-58.503463"
3196,"-34.839041,-58.50297"
3197,"-34.838655,-58.502519"
3198,"-34.838462,-58.502283"
3199,"-34.837711,-58.501275"
3200,"-34.837561,-58.50106"
3201,"-34.837325,-58.500781"
3202,"-34.835629,-58.498657"
3203,"-34.834045,-58.496589"
3204,"-34.833312,-58.495631"
3205,"-34.832805,-58.494989"
3206,"-34.831381,-58.493185"
3207,"-34.831145,-58.492906"
3208,"-34.830952,-58.492649"
3209,"-34.830673,-58.492327"
3210,"-34.82965,-58.490994"
3211,"-34.828119,-58.489001"
3212,"-34.828093,-58.488968"
3213,"-34.827518,-58.48825"
3214,"-34.826482,-58.486972"
3215,"-34.825673,-58.485975"
3216,"-34.824836,-58.484817"
3217,"-34.823999,-58.483636"
3218,"-34.823763,-58.483336"
3219,"-34.823678,-58.483164"
3220,"-34.823656,-58.482821"
3221,"-34.823742,-58.482499"
3222,"-34.823956,-58.481984"
3223,"-34.824665,-58.481469"
3224,"-34.825716,-58.480718"
3225,"-34.826767,-58.479967"
3226,"-34.825974,-58.478422"
3227,"-34.82533,-58.477178"
3228,"-34.825008,-58.476577"
3229,"-34.824686,-58.475955"
3230,"-34.824021,-58.47471"
3231,"-34.823334,-58.473487"
3232,"-34.82269,-58.472242"
3233,"-34.822025,-58.470976"
3234,"-34.82136,-58.46971"
3235,"-34.820673,-58.468423"
3236,"-34.820051,-58.467221"
3237,"-34.819837,-58.466771"
3238,"-34.820094,-58.465376"
3239,"-34.818914,-58.465054"
3240,"-34.818699,-58.464668"
3241,"-34.818056,-58.463423"
3242,"-34.81739,-58.462222"
3243,"-34.816704,-58.460891"
3244,"-34.816039,-58.459668"
3245,"-34.815352,-58.458402"
3246,"-34.81473,-58.457201"
3247,"-34.814065,-58.455913"
3248,"-34.813635,-58.455098"
3249,"-34.813421,-58.454733"
3250,"-34.813142,-58.454175"
3251,"-34.812734,-58.453424"
3252,"-34.81209,-58.452201"
3253,"-34.811404,-58.450956"
3254,"-34.810739,-58.449669"
3255,"-34.810095,-58.448467"
3256,"-34.80943,-58.447201"
3257,"-34.809389,-58.447123"
